year month day aet_gleam aet_era5land aet_mgb
2013 4 30 2.052 2.980 2.448
2013 5 1 1.124 1.387 1.201
2013 5 2 2.040 2.258 0.898
2013 5 3 2.207 2.714 0.873
2013 5 4 1.565 1.727 1.602
2013 5 5 1.277 1.541 2.382
2013 5 6 1.765 2.978 2.221
2013 5 7 1.791 2.267 0.999
2013 5 8 2.024 2.770 1.456
2013 5 9 1.820 2.743 0.757
2013 5 10 1.669 2.944 0.733
2013 5 11 1.771 2.344 0.709
2013 5 12 1.652 2.021 0.759
2013 5 13 1.826 1.626 1.947
2013 5 14 1.864 1.931 2.282
2013 5 15 1.602 1.426 2.287
2013 5 16 1.585 1.648 2.291
2013 5 17 1.178 1.710 0.903
2013 5 18 0.595 0.719 1.509
2013 5 19 1.591 1.129 2.463
2013 5 20 2.126 1.865 2.489
2013 5 21 1.401 2.047 1.405
2013 5 22 0.639 1.212 1.495
2013 5 23 1.222 1.786 1.394
2013 5 24 1.130 1.732 1.402
2013 5 25 0.925 1.595 1.280
2013 5 26 0.969 1.332 1.236
2013 5 27 1.186 1.220 1.837
2013 5 28 1.053 0.743 2.605
2013 5 29 1.362 0.870 2.654
2013 5 30 1.752 2.693 2.714
2013 5 31 1.453 2.026 1.093
2013 6 1 1.642 0.954 2.517
2013 6 2 1.944 1.985 2.682
2013 6 3 1.544 2.499 1.675
2013 6 4 1.192 1.877 1.433
2013 6 5 1.282 2.128 1.470
2013 6 6 1.324 1.917 1.367
2013 6 7 1.402 1.694 1.592
2013 6 8 1.150 1.639 1.236
2013 6 9 1.194 1.432 1.189
2013 6 10 1.100 1.253 1.324
2013 6 11 0.971 1.310 1.402
2013 6 12 0.957 1.431 1.234
2013 6 13 1.341 2.108 1.125
2013 6 14 1.047 1.985 1.079
2013 6 15 0.873 0.618 1.888
2013 6 16 1.387 1.192 2.426
2013 6 17 1.633 1.627 2.494
2013 6 18 1.025 1.280 1.176
2013 6 19 1.013 0.450 2.527
2013 6 20 1.083 1.099 2.880
2013 6 21 1.439 0.661 2.900
2013 6 22 1.657 2.580 2.900
2013 6 23 1.383 1.511 1.534
2013 6 24 1.126 0.755 2.900
2013 6 25 1.175 0.705 2.901
2013 6 26 0.870 0.474 2.901
2013 6 27 0.760 1.002 2.083
2013 6 28 1.308 1.430 1.829
2013 6 29 1.644 1.398 2.901
2013 6 30 1.014 1.069 2.646
2013 7 1 0.857 1.343 1.665
2013 7 2 0.985 1.433 1.485
2013 7 3 0.823 0.990 1.824
2013 7 4 1.102 1.203 1.647
2013 7 5 1.508 1.956 1.533
2013 7 6 1.405 1.863 1.508
2013 7 7 1.571 1.332 2.060
2013 7 8 1.550 1.782 2.760
2013 7 9 0.899 0.712 2.154
2013 7 10 1.036 1.122 2.118
2013 7 11 1.367 1.499 1.391
2013 7 12 1.523 2.112 1.374
2013 7 13 1.318 1.947 1.520
2013 7 14 1.494 2.196 1.737
2013 7 15 1.754 1.888 2.637
2013 7 16 1.127 2.144 1.472
2013 7 17 1.391 2.243 1.436
2013 7 18 1.956 1.901 2.086
2013 7 19 1.152 0.912 2.635
2013 7 20 1.383 0.902 2.826
2013 7 21 1.294 1.417 2.867
2013 7 22 1.085 1.705 2.868
2013 7 23 1.417 2.148 2.869
2013 7 24 1.099 1.513 1.504
2013 7 25 1.295 1.771 1.755
2013 7 26 1.169 1.777 1.683
2013 7 27 1.259 1.955 1.573
2013 7 28 1.278 2.166 1.474
2013 7 29 1.342 1.944 1.450
2013 7 30 1.411 2.255 1.503
2013 7 31 1.515 2.440 1.409
2013 8 1 1.893 2.411 1.506
2013 8 2 1.987 2.369 1.456
2013 8 3 2.437 2.261 1.954
2013 8 4 2.282 2.789 2.651
2013 8 5 1.470 2.229 1.819
2013 8 6 1.473 1.352 2.993
2013 8 7 1.892 2.197 1.857
2013 8 8 1.922 2.433 1.976
2013 8 9 1.209 0.929 2.997
2013 8 10 1.177 1.196 2.999
2013 8 11 1.575 2.205 2.999
2013 8 12 1.561 2.105 1.791
2013 8 13 1.217 1.513 3.004
2013 8 14 1.667 2.550 3.006
2013 8 15 1.185 1.588 2.185
2013 8 16 1.099 1.647 2.289
2013 8 17 1.106 1.531 1.800
2013 8 18 1.230 1.281 1.876
2013 8 19 1.329 1.587 2.635
2013 8 20 1.576 1.898 2.225
2013 8 21 2.052 2.397 2.393
2013 8 22 2.489 2.838 1.682
2013 8 23 1.284 1.291 2.888
2013 8 24 1.010 1.126 2.951
2013 8 25 1.161 1.004 3.026
2013 8 26 0.965 1.474 3.028
2013 8 27 1.624 2.268 3.029
2013 8 28 1.517 2.175 2.464
2013 8 29 1.830 2.803 2.214
2013 8 30 2.147 3.219 3.035
2013 8 31 1.905 2.595 1.869
2013 9 1 2.516 2.756 3.055
2013 9 2 2.533 3.114 3.066
2013 9 3 2.080 2.796 3.068
2013 9 4 1.120 1.943 3.070
2013 9 5 1.418 1.475 2.327
2013 9 6 1.806 1.969 3.072
2013 9 7 1.938 1.970 2.073
2013 9 8 2.329 2.933 2.116
2013 9 9 2.498 3.181 1.739
2013 9 10 2.883 3.636 1.673
2013 9 11 2.800 3.604 1.578
2013 9 12 2.851 3.473 1.559
2013 9 13 3.084 3.599 1.532
2013 9 14 3.112 3.613 1.473
2013 9 15 2.717 3.193 1.535
2013 9 16 1.409 2.204 2.742
2013 9 17 1.296 1.935 3.095
2013 9 18 2.458 3.390 3.096
2013 9 19 1.296 1.189 2.454
2013 9 20 1.661 1.213 3.100
2013 9 21 1.689 1.134 3.111
2013 9 22 1.332 1.354 3.120
2013 9 23 1.705 2.723 3.094
2013 9 24 2.218 2.586 2.168
2013 9 25 1.772 2.346 2.473
2013 9 26 2.738 3.270 3.020
2013 9 27 2.329 2.606 1.826
2013 9 28 1.207 1.638 3.112
2013 9 29 2.309 2.659 3.116
2013 9 30 3.076 3.194 3.118
2013 10 1 3.010 3.520 3.401
2013 10 2 2.172 2.749 2.655
2013 10 3 1.457 1.609 3.417
2013 10 4 2.989 3.775 3.422
2013 10 5 2.916 3.685 2.152
2013 10 6 1.978 2.648 2.853
2013 10 7 2.565 3.336 3.093
2013 10 8 2.662 3.244 1.852
2013 10 9 2.277 2.818 1.835
2013 10 10 2.305 2.691 1.867
2013 10 11 2.197 2.546 1.841
2013 10 12 2.435 2.396 2.346
2013 10 13 2.159 2.790 3.199
2013 10 14 3.132 4.232 2.044
2013 10 15 2.612 3.494 1.979
2013 10 16 1.878 1.949 3.029
2013 10 17 2.267 2.856 2.989
2013 10 18 2.846 3.796 3.114
2013 10 19 2.832 3.822 2.091
2013 10 20 3.630 4.240 1.602
2013 10 21 2.384 3.106 3.052
2013 10 22 1.541 2.026 3.102
2013 10 23 1.787 1.712 2.623
2013 10 24 2.140 1.664 3.176
2013 10 25 1.453 1.964 3.455
2013 10 26 2.063 2.031 3.456
2013 10 27 4.818 5.129 3.457
2013 10 28 3.714 4.762 1.948
2013 10 29 3.649 4.377 1.964
2013 10 30 3.492 4.221 2.113
2013 10 31 3.509 3.788 2.367
2013 11 1 1.805 2.383 2.797
2013 11 2 2.548 2.995 2.660
2013 11 3 1.529 1.480 3.644
2013 11 4 3.861 4.257 3.717
2013 11 5 2.809 3.324 2.047
2013 11 6 3.344 3.658 2.770
2013 11 7 3.381 3.805 1.930
2013 11 8 3.039 3.423 2.021
2013 11 9 3.462 3.758 1.847
2013 11 10 4.019 3.948 2.910
2013 11 11 5.064 4.234 3.201
2013 11 12 5.275 5.213 3.604
2013 11 13 4.909 5.203 2.211
2013 11 14 4.207 5.010 2.209
2013 11 15 4.364 4.428 2.198
2013 11 16 2.351 3.213 3.798
2013 11 17 3.532 4.296 2.390
2013 11 18 3.119 3.775 2.159
2013 11 19 3.748 4.164 2.144
2013 11 20 2.110 2.602 3.620
2013 11 21 2.673 3.607 3.697
2013 11 22 3.481 4.186 3.759
2013 11 23 2.933 3.767 3.863
2013 11 24 2.134 2.675 2.697
2013 11 25 2.952 3.267 3.718
2013 11 26 3.733 3.723 3.469
2013 11 27 3.522 4.223 2.969
2013 11 28 3.784 4.126 3.351
2013 11 29 2.041 2.291 3.490
2013 11 30 1.604 2.163 3.626
2013 12 1 2.192 2.471 3.107
2013 12 2 2.962 3.464 3.796
2013 12 3 4.532 5.498 3.197
2013 12 4 3.527 4.581 2.234
2013 12 5 1.851 2.172 3.686
2013 12 6 3.570 4.197 4.120
2013 12 7 3.709 4.602 2.976
2013 12 8 3.955 4.870 2.979
2013 12 9 4.804 4.420 4.121
2013 12 10 3.831 4.739 4.121
2013 12 11 3.045 3.557 4.122
2013 12 12 2.297 3.004 2.582
2013 12 13 4.243 5.097 2.432
2013 12 14 3.750 4.394 4.104
2013 12 15 4.455 5.072 4.111
2013 12 16 4.399 4.841 3.111
2013 12 17 5.088 5.480 2.596
2013 12 18 3.794 4.908 2.630
2013 12 19 4.516 4.977 2.593
2013 12 20 4.112 4.507 2.858
2013 12 21 3.259 3.812 3.285
2013 12 22 3.506 3.943 2.817
2013 12 23 3.624 3.960 2.754
2013 12 24 3.928 4.323 2.405
2013 12 25 4.433 4.909 1.769
2013 12 26 4.644 5.052 1.607
2013 12 27 4.754 4.633 1.912
2013 12 28 3.542 3.843 3.202
2013 12 29 4.439 4.638 3.882
2013 12 30 5.024 5.129 3.796
2013 12 31 3.464 4.439 4.072
2014 1 1 2.926 3.759 4.005
2014 1 2 4.354 4.929 4.025
2014 1 3 4.019 4.504 4.025
2014 1 4 1.652 2.525 4.025
2014 1 5 2.817 3.482 3.312
2014 1 6 4.398 4.386 4.024
2014 1 7 4.152 4.303 4.024
2014 1 8 3.910 4.193 4.023
2014 1 9 4.004 4.812 4.023
2014 1 10 5.329 5.544 4.023
2014 1 11 4.428 4.436 4.022
2014 1 12 2.681 3.264 4.022
2014 1 13 2.542 3.242 4.021
2014 1 14 3.104 4.007 4.020
2014 1 15 4.271 5.080 4.020
2014 1 16 4.050 4.363 4.019
2014 1 17 5.020 5.871 3.409
2014 1 18 5.274 6.438 2.301
2014 1 19 4.441 5.669 2.375
2014 1 20 4.804 5.827 2.298
2014 1 21 4.827 5.895 2.259
2014 1 22 5.099 5.276 2.785
2014 1 23 4.828 5.180 3.884
2014 1 24 4.089 4.750 2.854
2014 1 25 2.196 3.062 3.858
2014 1 26 2.123 2.633 3.870
2014 1 27 4.461 5.261 2.481
2014 1 28 4.986 6.045 2.204
2014 1 29 4.727 6.162 2.016
2014 1 30 4.705 6.017 2.092
2014 1 31 4.999 5.488 2.688
2014 2 1 4.720 5.496 2.508
2014 2 2 4.876 6.152 1.903
2014 2 3 4.205 5.345 1.894
2014 2 4 4.451 5.121 3.148
2014 2 5 4.733 5.033 3.194
2014 2 6 4.608 5.511 2.380
2014 2 7 4.703 5.817 3.147
2014 2 8 4.203 4.572 3.424
2014 2 9 4.687 5.025 3.400
2014 2 10 4.281 5.137 1.925
2014 2 11 4.877 5.621 1.838
2014 2 12 5.030 5.037 3.258
2014 2 13 3.921 3.781 3.230
2014 2 14 1.846 2.933 3.514
2014 2 15 3.344 4.370 3.797
2014 2 16 3.453 4.143 2.181
2014 2 17 2.330 2.921 3.247
2014 2 18 3.187 3.822 2.524
2014 2 19 3.477 3.961 2.317
2014 2 20 2.969 3.874 2.009
2014 2 21 3.735 3.935 3.102
2014 2 22 4.008 4.384 3.483
2014 2 23 2.853 3.421 3.703
2014 2 24 3.841 4.286 3.782
2014 2 25 4.015 4.398 3.741
2014 2 26 4.271 4.322 3.780
2014 2 27 3.958 3.697 3.778
2014 2 28 3.311 4.638 3.776
2014 3 1 3.797 5.077 2.136
2014 3 2 2.523 3.455 2.049
2014 3 3 2.646 3.135 2.518
2014 3 4 2.133 2.299 3.673
2014 3 5 2.091 2.561 3.671
2014 3 6 3.587 4.848 3.669
2014 3 7 3.213 4.019 2.187
2014 3 8 3.577 3.948 3.664
2014 3 9 3.158 3.745 3.662
2014 3 10 3.733 3.864 3.408
2014 3 11 2.450 2.839 3.658
2014 3 12 3.085 3.313 3.656
2014 3 13 3.028 3.186 3.654
2014 3 14 3.417 4.020 3.651
2014 3 15 3.771 3.980 3.485
2014 3 16 3.376 4.085 3.647
2014 3 17 4.351 4.540 3.605
2014 3 18 2.415 2.793 3.620
2014 3 19 2.067 2.347 3.640
2014 3 20 2.187 2.671 3.638
2014 3 21 2.255 2.513 3.636
2014 3 22 3.017 3.937 3.508
2014 3 23 2.712 3.738 1.989
2014 3 24 1.955 2.737 1.913
2014 3 25 2.416 2.841 1.984
2014 3 26 3.135 3.099 2.108
2014 3 27 3.084 3.083 3.307
2014 3 28 2.636 3.265 2.149
2014 3 29 2.870 3.440 1.942
2014 3 30 2.212 2.346 2.469
2014 3 31 2.712 2.972 3.455
2014 4 1 2.583 2.912 3.310
2014 4 2 2.671 3.409 3.305
2014 4 3 2.635 3.264 3.369
2014 4 4 2.893 3.631 1.877
2014 4 5 2.454 3.240 1.686
2014 4 6 3.012 3.842 1.585
2014 4 7 2.624 3.308 1.620
2014 4 8 2.782 3.244 1.512
2014 4 9 2.714 2.519 3.151
2014 4 10 1.993 2.450 2.639
2014 4 11 2.081 2.141 2.202
2014 4 12 1.529 2.138 3.337
2014 4 13 2.660 3.762 3.356
2014 4 14 2.273 3.321 1.661
2014 4 15 1.471 2.347 3.344
2014 4 16 1.671 2.107 1.856
2014 4 17 1.913 2.549 2.728
2014 4 18 1.480 1.747 3.257
2014 4 19 1.937 2.214 3.253
2014 4 20 1.691 2.024 3.273
2014 4 21 2.171 2.657 1.873
2014 4 22 1.446 1.458 3.191
2014 4 23 1.580 1.839 3.208
2014 4 24 1.272 1.777 1.962
2014 4 25 1.233 2.166 2.138
2014 4 26 1.117 1.939 1.341
2014 4 27 1.282 1.804 1.454
2014 4 28 1.424 1.969 1.482
2014 4 29 1.895 2.390 1.200
2014 4 30 1.264 1.004 2.878
2014 5 1 2.583 2.868 2.977
2014 5 2 2.057 2.598 1.612
2014 5 3 1.897 2.390 1.497
2014 5 4 1.414 2.040 1.662
2014 5 5 2.068 2.149 2.235
2014 5 6 2.563 2.567 2.936
2014 5 7 2.578 2.669 2.369
2014 5 8 1.987 2.074 2.878
2014 5 9 1.778 2.412 2.116
2014 5 10 1.198 1.539 1.957
2014 5 11 1.422 1.797 1.729
2014 5 12 1.260 1.599 1.445
2014 5 13 1.659 2.253 1.199
2014 5 14 1.618 1.859 1.164
2014 5 15 1.770 1.787 1.174
2014 5 16 2.232 2.181 2.623
2014 5 17 1.636 2.240 1.222
2014 5 18 1.337 2.145 1.267
2014 5 19 1.323 1.806 1.523
2014 5 20 1.049 1.335 1.704
2014 5 21 1.221 0.954 2.288
2014 5 22 1.302 0.691 2.635
2014 5 23 1.239 1.673 3.096
2014 5 24 1.311 2.029 2.384
2014 5 25 0.786 0.719 2.469
2014 5 26 1.280 1.093 3.092
2014 5 27 1.393 1.497 2.542
2014 5 28 1.195 1.917 1.561
2014 5 29 1.328 1.927 1.487
2014 5 30 1.132 1.562 1.486
2014 5 31 1.251 0.895 3.086
2014 6 1 1.932 2.198 2.926
2014 6 2 1.444 2.072 1.719
2014 6 3 1.317 2.076 1.440
2014 6 4 1.175 2.067 1.513
2014 6 5 1.717 1.159 2.907
2014 6 6 1.642 1.291 2.906
2014 6 7 1.114 0.916 2.905
2014 6 8 1.142 0.486 2.905
2014 6 9 1.138 1.856 2.907
2014 6 10 0.963 1.690 1.433
2014 6 11 0.951 1.174 1.506
2014 6 12 1.522 1.472 2.750
2014 6 13 1.342 1.446 1.522
2014 6 14 1.391 1.003 2.902
2014 6 15 1.037 0.912 2.902
2014 6 16 1.483 1.634 1.770
2014 6 17 1.596 1.476 2.250
2014 6 18 1.299 1.418 2.901
2014 6 19 0.860 1.450 1.580
2014 6 20 0.798 1.358 1.428
2014 6 21 0.909 1.581 1.476
2014 6 22 0.618 0.939 1.527
2014 6 23 1.393 1.159 2.699
2014 6 24 1.660 1.603 2.809
2014 6 25 1.664 1.953 2.803
2014 6 26 1.216 0.268 2.901
2014 6 27 1.364 0.349 2.908
2014 6 28 1.325 0.530 2.896
2014 6 29 1.843 2.488 2.878
2014 6 30 1.201 1.083 2.880
2014 7 1 1.559 1.933 2.834
2014 7 2 0.973 1.412 1.552
2014 7 3 1.102 1.400 1.597
2014 7 4 1.232 1.635 1.719
2014 7 5 1.498 1.909 1.561
2014 7 6 1.435 1.538 1.638
2014 7 7 1.117 1.313 2.817
2014 7 8 0.836 1.200 1.772
2014 7 9 1.002 1.031 2.179
2014 7 10 1.240 1.157 2.761
2014 7 11 1.078 1.568 2.756
2014 7 12 1.319 1.578 2.599
2014 7 13 1.307 1.207 2.401
2014 7 14 1.299 1.408 1.961
2014 7 15 1.038 1.206 1.526
2014 7 16 0.937 0.953 1.500
2014 7 17 1.475 1.104 2.659
2014 7 18 1.892 2.334 2.636
2014 7 19 1.340 2.016 1.925
2014 7 20 1.170 1.840 1.296
2014 7 21 1.165 1.961 1.325
2014 7 22 1.207 1.402 1.210
2014 7 23 1.837 1.658 1.287
2014 7 24 1.364 1.625 2.505
2014 7 25 1.150 1.864 2.863
2014 7 26 0.899 1.586 1.561
2014 7 27 1.096 1.529 1.772
2014 7 28 0.842 0.897 1.509
2014 7 29 0.956 1.191 1.938
2014 7 30 1.369 1.644 2.042
2014 7 31 1.204 1.302 1.669
2014 8 1 2.211 2.213 2.670
2014 8 2 2.248 2.484 2.664
2014 8 3 1.843 2.746 1.404
2014 8 4 1.697 2.084 2.621
2014 8 5 1.510 2.638 2.608
2014 8 6 1.392 2.536 1.417
2014 8 7 1.827 2.421 1.368
2014 8 8 1.095 1.335 1.972
2014 8 9 0.879 1.120 1.282
2014 8 10 1.139 1.369 1.626
2014 8 11 1.913 2.676 1.369
2014 8 12 2.225 2.122 2.405
2014 8 13 2.545 3.440 2.500
2014 8 14 1.589 2.142 1.498
2014 8 15 1.203 1.228 1.675
2014 8 16 1.236 0.762 2.684
2014 8 17 1.683 2.169 3.011
2014 8 18 1.665 2.120 1.713
2014 8 19 2.196 2.939 1.695
2014 8 20 2.170 3.112 1.646
2014 8 21 1.981 3.222 1.658
2014 8 22 2.364 3.084 1.517
2014 8 23 2.281 2.706 1.456
2014 8 24 2.479 3.038 1.473
2014 8 25 2.812 2.865 2.649
2014 8 26 3.130 3.451 2.667
2014 8 27 2.246 2.681 1.491
2014 8 28 1.566 1.960 1.431
2014 8 29 1.883 2.008 1.375
2014 8 30 2.212 2.512 1.323
2014 8 31 1.492 1.300 2.582
2014 9 1 2.349 2.849 2.606
2014 9 2 1.201 0.756 3.016
2014 9 3 2.260 2.878 3.068
2014 9 4 1.926 2.034 2.662
2014 9 5 0.964 1.060 2.230
2014 9 6 1.803 1.793 2.188
2014 9 7 2.613 2.805 3.070
2014 9 8 2.839 3.286 1.702
2014 9 9 2.712 3.061 1.672
2014 9 10 2.899 3.819 1.644
2014 9 11 1.945 1.602 2.223
2014 9 12 2.146 1.950 2.899
2014 9 13 3.157 3.621 1.610
2014 9 14 3.276 3.570 1.535
2014 9 15 2.085 2.382 2.780
2014 9 16 3.035 3.403 2.034
2014 9 17 2.373 2.241 1.482
2014 9 18 1.613 2.034 2.649
2014 9 19 1.439 1.760 2.801
2014 9 20 2.730 2.979 2.469
2014 9 21 2.781 3.723 3.093
2014 9 22 2.170 2.624 1.803
2014 9 23 2.575 2.889 1.825
2014 9 24 1.194 1.107 2.952
2014 9 25 2.820 2.710 3.109
2014 9 26 3.421 3.284 3.111
2014 9 27 1.456 1.630 3.113
2014 9 28 1.486 1.279 3.115
2014 9 29 2.221 2.152 3.116
2014 9 30 0.969 0.571 3.118
2014 10 1 3.218 3.309 3.401
2014 10 2 2.733 3.338 2.677
2014 10 3 2.577 2.937 2.088
2014 10 4 2.047 2.388 2.253
2014 10 5 2.442 2.648 1.988
2014 10 6 1.879 2.201 2.299
2014 10 7 2.531 3.036 2.656
2014 10 8 2.808 3.463 1.949
2014 10 9 3.319 3.806 1.854
2014 10 10 4.034 4.789 1.808
2014 10 11 3.213 2.964 3.293
2014 10 12 4.341 4.410 3.278
2014 10 13 3.492 3.548 3.347
2014 10 14 4.066 3.812 3.414
2014 10 15 2.519 3.157 2.743
2014 10 16 2.359 2.397 3.442
2014 10 17 1.454 1.718 3.443
2014 10 18 3.736 4.253 3.445
2014 10 19 2.289 3.384 3.446
2014 10 20 3.290 4.207 3.448
2014 10 21 2.399 3.353 2.028
2014 10 22 3.534 4.159 2.015
2014 10 23 3.977 4.634 1.942
2014 10 24 3.667 4.146 2.092
2014 10 25 3.245 3.925 2.905
2014 10 26 3.254 3.747 3.394
2014 10 27 4.073 4.791 2.184
2014 10 28 4.022 5.015 1.928
2014 10 29 4.172 4.853 1.809
2014 10 30 4.649 4.777 3.293
2014 10 31 4.218 4.098 3.280
2014 11 1 3.157 3.781 3.735
2014 11 2 2.991 3.228 3.727
2014 11 3 3.535 3.990 3.729
2014 11 4 3.070 3.353 3.771
2014 11 5 2.155 2.614 3.850
2014 11 6 3.058 2.941 3.598
2014 11 7 1.942 2.116 3.853
2014 11 8 5.340 5.944 3.854
2014 11 9 3.605 4.785 2.206
2014 11 10 4.146 5.165 2.208
2014 11 11 4.221 5.059 2.209
2014 11 12 2.562 2.816 3.108
2014 11 13 3.505 4.137 3.818
2014 11 14 3.493 4.206 3.543
2014 11 15 3.818 4.674 3.757
2014 11 16 4.200 4.955 2.098
2014 11 17 4.481 5.453 2.057
2014 11 18 4.241 4.770 2.011
2014 11 19 2.962 3.587 2.320
2014 11 20 2.353 3.028 3.420
2014 11 21 2.965 3.037 2.617
2014 11 22 3.864 3.917 3.329
2014 11 23 3.476 4.617 2.193
2014 11 24 3.305 3.789 2.536
2014 11 25 2.582 2.864 3.436
2014 11 26 4.478 4.524 3.736
2014 11 27 4.752 5.071 3.238
2014 11 28 3.204 3.715 3.870
2014 11 29 5.134 5.691 2.549
2014 11 30 2.986 3.563 2.753
2014 12 1 3.356 4.121 2.545
2014 12 2 4.917 4.641 2.559
2014 12 3 3.135 3.703 3.832
2014 12 4 5.054 5.871 3.874
2014 12 5 4.588 5.916 2.247
2014 12 6 4.524 5.595 2.053
2014 12 7 4.715 5.427 2.184
2014 12 8 5.149 5.753 1.854
2014 12 9 4.636 4.910 2.747
2014 12 10 4.063 5.008 3.397
2014 12 11 3.316 3.730 3.472
2014 12 12 3.093 3.314 3.646
2014 12 13 4.312 4.764 4.118
2014 12 14 4.264 5.336 4.122
2014 12 15 2.390 3.418 2.774
2014 12 16 2.966 4.013 2.487
2014 12 17 3.668 4.503 2.834
2014 12 18 3.323 4.336 3.997
2014 12 19 2.780 3.615 3.962
2014 12 20 4.359 4.999 3.950
2014 12 21 4.112 4.412 3.964
2014 12 22 1.816 2.321 4.123
2014 12 23 1.764 2.518 4.123
2014 12 24 2.266 3.320 4.123
2014 12 25 2.041 2.410 3.481
2014 12 26 3.694 3.419 4.123
2014 12 27 2.976 3.666 4.123
2014 12 28 2.618 3.524 4.123
2014 12 29 5.373 5.768 4.123
2014 12 30 4.124 4.587 4.123
2014 12 31 1.759 2.648 4.123
2015 1 1 2.927 3.555 NaN
2015 1 2 2.534 3.475 NaN
2015 1 3 2.619 3.754 NaN
2015 1 4 4.355 5.468 NaN
2015 1 5 4.455 4.942 NaN
2015 1 6 4.846 5.533 NaN
2015 1 7 5.150 4.791 NaN
2015 1 8 4.545 4.351 NaN
2015 1 9 4.495 5.214 NaN
2015 1 10 4.314 4.634 NaN
2015 1 11 5.117 5.785 NaN
2015 1 12 4.819 5.748 NaN
2015 1 13 4.393 4.931 NaN
2015 1 14 4.426 5.142 NaN
2015 1 15 3.496 3.631 NaN
2015 1 16 5.146 5.406 NaN
2015 1 17 3.712 3.979 NaN
2015 1 18 3.214 3.549 NaN
2015 1 19 4.428 4.989 NaN
2015 1 20 4.216 4.382 NaN
2015 1 21 2.023 3.247 NaN
2015 1 22 3.563 4.383 NaN
2015 1 23 3.112 4.228 NaN
2015 1 24 4.466 5.243 NaN
2015 1 25 4.396 4.185 NaN
2015 1 26 4.960 5.429 NaN
2015 1 27 4.251 4.576 NaN
2015 1 28 4.331 4.597 NaN
2015 1 29 4.158 5.168 NaN
2015 1 30 1.949 2.846 NaN
2015 1 31 2.067 2.235 NaN
2015 2 1 3.365 3.733 NaN
2015 2 2 4.151 4.140 NaN
2015 2 3 3.957 4.123 NaN
2015 2 4 2.562 2.816 NaN
2015 2 5 4.203 4.710 NaN
2015 2 6 3.411 4.195 NaN
2015 2 7 4.048 5.273 NaN
2015 2 8 3.812 4.722 NaN
2015 2 9 4.127 4.389 NaN
2015 2 10 4.538 5.045 NaN
2015 2 11 4.005 3.949 NaN
2015 2 12 4.934 5.123 NaN
2015 2 13 2.534 2.782 NaN
2015 2 14 2.069 2.361 NaN
2015 2 15 3.417 4.283 NaN
2015 2 16 3.156 4.147 NaN
2015 2 17 3.731 3.929 NaN
2015 2 18 2.485 3.009 NaN
2015 2 19 4.117 4.439 NaN
2015 2 20 3.774 4.533 NaN
2015 2 21 2.541 2.773 NaN
2015 2 22 3.311 3.410 NaN
2015 2 23 4.423 4.465 NaN
2015 2 24 4.062 4.711 NaN
2015 2 25 3.894 5.063 NaN
2015 2 26 4.289 4.506 NaN
2015 2 27 3.856 4.587 NaN
2015 2 28 2.847 3.868 NaN
2015 3 1 3.976 4.853 NaN
2015 3 2 2.934 3.686 NaN
2015 3 3 3.366 4.014 NaN
2015 3 4 4.148 4.281 NaN
2015 3 5 2.979 2.842 NaN
2015 3 6 2.526 2.724 NaN
2015 3 7 3.066 3.762 NaN
2015 3 8 2.944 3.551 NaN
2015 3 9 3.510 3.641 NaN
2015 3 10 2.471 2.780 NaN
2015 3 11 2.594 3.613 NaN
2015 3 12 3.680 4.825 NaN
2015 3 13 3.251 3.741 NaN
2015 3 14 3.433 3.919 NaN
2015 3 15 3.362 3.721 NaN
2015 3 16 3.206 3.982 NaN
2015 3 17 3.330 4.409 NaN
2015 3 18 2.404 3.190 NaN
2015 3 19 2.799 3.509 NaN
2015 3 20 2.446 3.365 NaN
2015 3 21 3.025 3.577 NaN
2015 3 22 1.510 1.794 NaN
2015 3 23 2.137 2.530 NaN
2015 3 24 2.498 3.750 NaN
2015 3 25 2.492 3.254 NaN
2015 3 26 3.204 3.705 NaN
2015 3 27 1.638 1.888 NaN
2015 3 28 1.631 1.459 NaN
2015 3 29 1.732 1.290 NaN
2015 3 30 2.214 2.287 NaN
2015 3 31 2.498 3.509 NaN
2015 4 1 2.474 3.267 NaN
2015 4 2 2.676 3.436 NaN
2015 4 3 3.207 3.965 NaN
2015 4 4 2.861 3.718 NaN
2015 4 5 1.983 1.968 NaN
2015 4 6 2.634 3.439 NaN
2015 4 7 2.177 2.830 NaN
2015 4 8 2.139 3.012 NaN
2015 4 9 2.532 3.329 NaN
2015 4 10 2.820 3.494 NaN
2015 4 11 2.860 3.614 NaN
2015 4 12 2.281 2.883 NaN
2015 4 13 2.281 2.878 NaN
2015 4 14 2.247 2.539 NaN
2015 4 15 1.725 1.843 NaN
2015 4 16 2.181 2.623 NaN
2015 4 17 1.973 2.019 NaN
2015 4 18 1.873 1.853 NaN
2015 4 19 1.477 2.138 NaN
2015 4 20 1.390 0.934 NaN
2015 4 21 2.618 2.680 NaN
2015 4 22 1.481 1.501 NaN
2015 4 23 1.498 1.946 NaN
2015 4 24 1.905 2.732 NaN
2015 4 25 2.000 2.753 NaN
2015 4 26 2.101 2.777 NaN
2015 4 27 2.095 2.677 NaN
2015 4 28 2.076 2.573 NaN
2015 4 29 1.213 1.732 NaN
2015 4 30 1.148 1.591 NaN
2015 5 1 1.691 2.273 NaN
2015 5 2 1.705 2.108 NaN
2015 5 3 1.529 1.023 NaN
2015 5 4 2.640 2.841 NaN
