year month day p_brdwgd p_chirps p_cpc p_era5land p_mswep
2011 10 12 0.881 7.267 0.854 0.712 2.493
2011 10 13 30.678 40.260 29.310 40.701 56.054
2011 10 14 16.917 0.000 7.135 0.855 0.220
2011 10 15 0.158 0.000 0.041 4.951 0.995
2011 10 16 9.910 0.000 4.962 13.433 3.358
2011 10 17 1.037 0.000 0.058 0.431 0.043
2011 10 18 0.681 0.000 0.919 3.587 0.576
2011 10 19 1.018 0.000 2.506 4.232 1.008
2011 10 20 0.925 0.000 0.383 4.234 3.332
2011 10 21 4.959 0.000 3.362 6.663 4.761
2011 10 22 0.350 0.000 0.006 0.145 0.002
2011 10 23 0.032 0.000 0.000 0.535 2.772
2011 10 24 2.920 0.000 0.000 1.920 3.340
2011 10 25 27.058 28.154 23.914 6.698 33.810
2011 10 26 0.716 0.000 6.733 9.674 2.304
2011 10 27 2.340 0.000 3.709 0.381 0.547
2011 10 28 0.885 0.000 0.015 0.013 0.000
2011 10 29 0.327 17.721 0.597 7.635 6.501
2011 10 30 6.367 0.000 9.975 10.217 3.430
2011 10 31 1.674 0.000 2.046 1.041 0.551
2011 11 1 2.177 0.000 0.000 0.672 0.087
2011 11 2 0.788 0.000 0.015 0.507 0.041
2011 11 3 0.242 0.000 0.000 0.217 0.000
2011 11 4 0.036 0.000 0.031 0.003 0.000
2011 11 5 0.000 0.000 0.000 0.230 0.111
2011 11 6 0.093 0.444 0.007 7.313 3.375
2011 11 7 10.223 0.000 5.307 1.024 0.061
2011 11 8 0.098 0.000 0.000 1.324 0.023
2011 11 9 0.091 0.000 0.000 0.088 0.018
2011 11 10 0.341 9.107 0.000 10.971 13.558
2011 11 11 11.629 0.000 3.373 5.646 1.159
2011 11 12 1.479 0.610 1.724 2.629 0.468
2011 11 13 0.488 14.062 0.399 2.067 0.415
2011 11 14 0.879 8.217 0.447 2.934 1.630
2011 11 15 9.969 3.865 13.105 22.030 19.799
2011 11 16 10.850 0.000 9.888 0.143 0.102
2011 11 17 0.467 0.000 0.046 0.435 0.000
2011 11 18 0.036 0.000 0.082 0.457 0.000
2011 11 19 0.091 0.000 0.000 0.037 0.000
2011 11 20 0.078 7.715 0.093 0.101 0.007
2011 11 21 0.590 18.159 0.011 18.540 6.500
2011 11 22 9.651 0.226 34.965 32.289 20.884
2011 11 23 14.671 0.000 2.944 0.029 0.252
2011 11 24 0.004 0.000 0.017 0.236 0.088
2011 11 25 0.239 0.000 0.000 4.119 1.335
2011 11 26 1.302 6.994 2.464 16.133 9.677
2011 11 27 7.538 3.098 9.084 2.431 0.389
2011 11 28 0.790 0.000 0.924 3.408 0.204
2011 11 29 0.330 0.033 0.277 2.705 2.734
2011 11 30 1.480 3.560 2.431 2.760 0.868
2011 12 1 1.165 0.242 4.843 1.077 0.153
2011 12 2 0.036 0.000 0.000 0.189 0.000
2011 12 3 0.302 0.000 0.630 0.545 0.000
2011 12 4 0.062 0.000 0.126 0.383 0.000
2011 12 5 0.275 0.000 0.022 0.372 0.000
2011 12 6 0.193 0.415 3.128 5.488 1.160
2011 12 7 0.906 47.447 0.233 17.521 3.344
2011 12 8 6.542 10.927 3.365 20.517 13.706
2011 12 9 11.795 0.000 1.769 11.772 16.425
2011 12 10 16.440 0.000 19.364 0.407 6.344
2011 12 11 3.148 0.000 1.980 0.794 0.838
2011 12 12 0.705 0.000 0.004 1.082 1.062
2011 12 13 3.930 3.651 3.473 14.933 8.594
2011 12 14 28.664 2.092 26.455 44.410 32.832
2011 12 15 3.513 0.097 2.414 5.137 0.168
2011 12 16 0.758 0.355 0.688 0.981 0.526
2011 12 17 0.630 0.000 1.465 1.017 0.058
2011 12 18 0.000 0.000 0.233 0.358 0.054
2011 12 19 0.612 0.000 0.065 0.133 0.032
2011 12 20 0.000 0.000 0.046 0.721 1.020
2011 12 21 0.930 0.000 0.000 2.997 0.604
2011 12 22 0.135 6.893 0.041 1.263 0.612
2011 12 23 0.337 32.126 1.628 4.625 7.493
2011 12 24 12.284 9.447 5.074 29.781 9.706
2011 12 25 15.044 1.371 19.303 13.648 14.046
2011 12 26 14.942 0.000 12.816 1.750 1.771
2011 12 27 1.011 0.310 0.341 2.475 3.471
2011 12 28 6.573 0.575 8.388 6.283 6.442
2011 12 29 5.155 0.000 4.292 0.228 0.349
2011 12 30 1.125 0.234 0.307 1.259 4.038
2011 12 31 7.725 1.652 5.412 28.422 13.547
2012 1 1 15.055 0.000 12.644 8.810 13.536
2012 1 2 13.182 0.000 23.731 0.417 0.614
2012 1 3 0.559 0.000 0.554 0.025 0.003
2012 1 4 0.029 0.000 0.000 10.921 1.838
2012 1 5 3.714 0.000 2.009 3.916 0.331
2012 1 6 0.830 12.510 0.658 4.889 5.115
2012 1 7 5.719 16.558 11.270 5.249 8.006
2012 1 8 9.804 0.432 0.600 1.552 1.723
2012 1 9 4.622 0.061 1.927 2.014 1.680
2012 1 10 7.799 3.945 1.084 10.997 4.340
2012 1 11 3.598 0.000 4.548 5.368 1.657
2012 1 12 0.637 0.000 0.709 3.736 6.019
2012 1 13 5.564 6.427 10.250 24.907 15.675
2012 1 14 43.731 74.860 45.155 29.463 45.097
2012 1 15 26.830 0.000 19.686 4.252 1.409
2012 1 16 2.436 5.986 0.149 5.962 16.559
2012 1 17 11.375 3.121 0.101 25.175 21.938
2012 1 18 11.231 0.000 7.372 20.532 15.840
2012 1 19 12.263 0.000 2.531 1.361 0.140
2012 1 20 0.104 5.749 0.000 1.574 0.802
2012 1 21 3.019 13.702 3.476 8.296 2.822
2012 1 22 1.593 7.509 1.711 9.253 12.786
2012 1 23 14.081 7.856 0.333 16.931 30.035
2012 1 24 15.511 20.710 1.901 12.467 23.122
2012 1 25 28.343 14.983 23.577 24.452 20.524
2012 1 26 8.596 0.000 2.693 1.741 0.475
2012 1 27 5.461 0.000 1.193 3.361 2.200
2012 1 28 1.542 0.000 0.919 2.776 0.251
2012 1 29 0.768 0.000 0.008 0.944 0.011
2012 1 30 0.004 0.000 0.021 0.753 0.000
2012 1 31 0.062 0.000 0.000 0.544 5.164
2012 2 1 9.140 0.000 0.041 0.512 1.920
2012 2 2 0.006 0.000 0.000 0.067 0.000
2012 2 3 0.000 0.000 0.000 1.631 2.665
2012 2 4 1.817 11.166 0.878 17.802 25.504
2012 2 5 20.762 23.762 12.965 24.663 24.359
2012 2 6 11.501 16.689 8.747 17.766 12.327
2012 2 7 21.132 31.246 0.512 16.779 17.092
2012 2 8 15.031 0.977 9.012 18.298 10.124
2012 2 9 6.519 26.033 8.590 23.973 37.918
2012 2 10 33.128 0.000 10.480 4.173 11.746
2012 2 11 3.931 0.000 11.614 1.157 0.328
2012 2 12 0.185 0.000 0.260 2.646 0.324
2012 2 13 0.240 0.000 0.007 0.550 0.066
2012 2 14 0.164 7.189 0.321 11.539 12.116
2012 2 15 8.423 10.470 6.588 7.595 1.713
2012 2 16 0.371 0.987 0.000 0.848 1.226
2012 2 17 1.012 0.000 0.038 0.059 0.000
2012 2 18 0.000 0.000 0.000 0.114 0.000
2012 2 19 0.000 7.630 0.000 4.010 2.182
2012 2 20 3.259 3.904 6.063 3.355 4.221
2012 2 21 2.113 0.000 0.038 18.194 12.030
2012 2 22 17.051 8.487 4.453 11.707 2.991
2012 2 23 2.182 0.000 1.535 2.170 0.286
2012 2 24 0.016 0.031 0.000 4.109 1.569
2012 2 25 4.243 16.780 8.376 17.591 14.162
2012 2 26 28.208 22.049 15.842 6.708 25.562
2012 2 27 2.889 0.125 0.930 1.931 0.634
2012 2 28 0.744 1.135 0.269 9.669 5.793
2012 2 29 7.862 7.879 9.538 5.607 5.164
2012 3 1 6.161 15.298 8.965 9.950 4.980
2012 3 2 4.275 0.000 13.551 0.626 0.330
2012 3 3 1.651 0.000 0.000 1.576 0.267
2012 3 4 0.181 0.000 0.000 1.047 0.023
2012 3 5 0.061 0.000 0.332 0.084 0.010
2012 3 6 0.032 0.000 0.000 0.097 0.000
2012 3 7 0.000 0.000 0.000 0.040 0.000
2012 3 8 0.000 0.000 0.000 0.390 0.006
2012 3 9 0.004 0.000 0.000 0.181 0.000
2012 3 10 0.032 0.000 0.000 0.139 0.000
2012 3 11 0.000 0.000 0.000 0.021 0.000
2012 3 12 0.000 0.000 0.000 0.005 0.027
2012 3 13 0.183 6.059 0.000 2.226 1.682
2012 3 14 2.679 2.517 0.414 10.687 1.951
2012 3 15 4.753 0.000 3.768 18.760 8.587
2012 3 16 5.960 0.000 0.212 0.308 0.189
2012 3 17 0.346 0.000 0.000 0.689 0.393
2012 3 18 0.000 0.000 0.040 0.640 0.006
2012 3 19 0.097 0.000 0.016 0.250 0.061
2012 3 20 0.091 0.000 0.013 0.044 0.173
2012 3 21 0.248 0.000 0.000 5.320 1.152
2012 3 22 2.396 29.812 4.396 17.217 11.554
2012 3 23 13.782 0.000 5.364 6.559 3.541
2012 3 24 2.466 0.000 4.839 3.044 1.085
2012 3 25 0.463 0.000 0.043 1.612 0.197
2012 3 26 0.151 3.063 0.190 4.590 0.309
2012 3 27 2.150 0.046 3.016 13.964 1.427
2012 3 28 0.236 0.000 0.000 0.104 0.073
2012 3 29 0.000 0.000 0.000 0.000 0.000
2012 3 30 0.005 0.000 0.000 0.075 0.015
2012 3 31 0.095 0.000 0.000 0.800 0.094
2012 4 1 0.031 0.000 0.000 0.346 0.005
2012 4 2 0.088 0.000 0.000 0.063 0.000
2012 4 3 0.000 0.000 0.000 0.035 0.000
2012 4 4 0.000 0.000 0.000 0.261 0.215
2012 4 5 0.394 3.575 0.048 11.146 13.684
2012 4 6 9.565 0.000 9.021 0.266 0.059
2012 4 7 0.000 0.000 0.000 0.087 0.000
2012 4 8 0.062 0.268 0.000 1.790 2.910
2012 4 9 1.547 0.000 0.959 0.007 0.002
2012 4 10 0.108 7.115 0.499 1.935 0.288
2012 4 11 0.667 1.445 1.277 4.463 2.997
2012 4 12 2.014 0.000 0.970 2.419 0.623
2012 4 13 2.058 1.527 0.495 2.070 10.542
2012 4 14 10.034 13.751 3.329 9.478 10.610
2012 4 15 5.730 0.000 2.330 0.671 0.172
2012 4 16 0.390 0.000 0.653 0.052 0.000
2012 4 17 0.032 0.000 0.038 0.110 0.000
2012 4 18 0.061 0.000 0.099 0.080 0.000
2012 4 19 0.032 0.000 0.061 1.212 0.146
2012 4 20 0.421 0.799 0.822 2.311 0.626
2012 4 21 1.112 0.564 1.944 2.857 1.925
2012 4 22 3.835 0.000 3.481 2.383 0.522
2012 4 23 0.532 0.000 0.261 0.748 0.129
2012 4 24 0.085 0.000 0.000 0.877 0.170
2012 4 25 1.424 6.809 1.228 8.458 3.601
2012 4 26 32.232 26.080 7.653 50.817 46.407
2012 4 27 3.070 0.000 3.270 0.172 0.027
2012 4 28 0.327 13.915 0.238 15.726 12.970
2012 4 29 21.815 12.949 20.075 2.155 4.102
2012 4 30 0.067 0.000 0.027 0.056 0.023
2012 5 1 0.024 0.000 0.152 0.021 0.163
2012 5 2 2.182 0.000 4.311 0.006 0.068
2012 5 3 0.268 0.000 0.166 0.260 0.123
2012 5 4 1.031 0.000 1.591 1.358 0.528
2012 5 5 0.095 0.000 0.033 0.070 0.142
2012 5 6 0.234 0.000 0.000 0.039 0.380
2012 5 7 1.635 0.000 2.192 0.032 0.155
2012 5 8 0.154 0.000 0.194 0.032 0.000
2012 5 9 0.003 0.000 0.033 0.022 0.000
2012 5 10 0.458 0.000 0.034 0.043 0.000
2012 5 11 0.010 3.260 0.034 2.988 0.149
2012 5 12 0.216 0.000 0.031 5.549 0.268
2012 5 13 0.003 0.000 0.068 0.194 0.000
2012 5 14 0.000 0.000 0.000 0.030 0.000
2012 5 15 0.051 0.000 0.000 0.089 0.000
2012 5 16 0.373 0.000 0.719 0.596 0.347
2012 5 17 0.243 0.000 0.000 0.043 0.012
2012 5 18 0.455 0.000 0.798 0.265 0.041
2012 5 19 0.164 0.011 0.586 0.961 0.466
2012 5 20 0.927 0.000 0.928 0.965 1.751
2012 5 21 1.866 0.000 4.878 0.204 0.035
2012 5 22 0.124 0.000 0.125 0.081 0.000
2012 5 23 0.032 0.000 0.033 0.038 0.025
2012 5 24 0.397 17.321 0.000 2.091 15.575
2012 5 25 23.945 14.928 24.208 15.420 25.853
2012 5 26 12.746 0.000 16.650 1.528 0.701
2012 5 27 0.079 0.000 0.165 0.100 0.008
2012 5 28 0.032 0.000 0.065 0.175 0.000
2012 5 29 0.063 0.000 0.218 0.068 0.000
2012 5 30 0.089 20.419 0.698 17.805 7.077
2012 5 31 5.244 0.000 6.942 0.108 0.003
2012 6 1 0.005 0.000 0.000 0.022 0.000
2012 6 2 0.295 0.000 0.102 1.326 0.926
2012 6 3 15.887 35.216 16.410 8.425 17.646
2012 6 4 15.284 14.530 10.946 32.724 25.495
2012 6 5 11.149 0.291 8.313 1.283 0.128
2012 6 6 0.000 0.000 0.061 0.517 0.019
2012 6 7 0.155 0.000 0.000 0.017 0.000
2012 6 8 0.646 0.000 0.040 0.000 0.000
2012 6 9 0.010 0.000 0.007 0.004 0.000
2012 6 10 0.312 8.001 0.290 3.857 4.431
2012 6 11 17.899 7.688 20.630 5.024 9.815
2012 6 12 0.120 0.000 0.132 0.061 0.044
2012 6 13 0.253 0.000 0.007 0.002 0.000
2012 6 14 0.021 0.000 0.009 0.017 0.006
2012 6 15 0.000 0.000 0.099 0.000 0.008
2012 6 16 0.073 9.406 0.037 1.762 0.386
2012 6 17 1.421 18.087 0.246 5.641 32.684
2012 6 18 68.199 50.113 48.155 47.787 62.018
2012 6 19 1.040 0.000 0.353 0.932 0.377
2012 6 20 3.206 0.000 5.014 21.629 12.909
2012 6 21 10.641 0.000 7.895 1.045 3.758
2012 6 22 20.674 0.000 14.359 26.523 31.508
2012 6 23 12.129 0.000 5.222 0.000 0.000
2012 6 24 0.194 0.000 0.041 0.028 0.000
2012 6 25 0.012 0.000 0.084 0.078 0.000
2012 6 26 0.032 0.000 0.055 0.105 0.000
2012 6 27 0.003 0.000 0.070 0.007 0.000
2012 6 28 0.003 0.000 0.034 0.075 0.000
2012 6 29 0.003 0.000 0.102 0.000 0.000
2012 6 30 0.086 0.000 0.000 0.000 0.000
2012 7 1 0.222 0.000 0.032 0.000 0.000
2012 7 2 0.451 0.000 0.073 0.000 0.000
2012 7 3 0.071 0.000 0.763 0.000 0.000
2012 7 4 0.451 0.140 0.000 0.002 0.000
2012 7 5 0.041 0.077 0.093 0.427 0.174
2012 7 6 1.475 18.430 1.434 17.037 24.535
2012 7 7 17.470 9.472 31.036 2.518 5.703
2012 7 8 6.049 0.000 0.456 0.114 0.244
2012 7 9 0.069 0.000 0.000 0.353 0.040
2012 7 10 1.062 1.067 1.914 5.405 3.289
2012 7 11 10.972 4.799 13.820 14.831 11.362
2012 7 12 1.675 0.000 3.008 1.310 1.501
2012 7 13 0.038 0.000 0.110 0.002 0.000
2012 7 14 0.000 0.000 0.000 0.000 0.000
2012 7 15 0.000 0.000 0.000 0.119 0.000
2012 7 16 0.154 3.494 0.122 1.049 0.473
2012 7 17 3.606 7.272 2.488 8.362 13.960
2012 7 18 14.901 0.083 18.604 1.889 4.537
2012 7 19 0.577 0.000 0.700 0.001 0.000
2012 7 20 0.227 0.000 0.000 0.000 0.000
2012 7 21 0.101 0.000 0.072 0.000 0.000
2012 7 22 0.000 0.000 0.041 1.388 0.460
2012 7 23 0.861 0.000 1.418 2.960 2.344
2012 7 24 2.730 4.124 2.184 3.077 3.617
2012 7 25 17.772 0.000 18.675 23.438 22.907
2012 7 26 4.686 0.000 1.060 4.569 4.836
2012 7 27 30.590 1.468 28.266 16.478 33.463
2012 7 28 0.634 0.000 0.000 0.715 0.231
2012 7 29 1.950 22.017 4.329 23.427 12.928
2012 7 30 14.661 25.699 15.426 9.435 11.993
2012 7 31 14.503 26.880 3.317 7.923 14.346
2012 8 1 3.686 5.654 6.060 2.583 2.626
2012 8 2 0.400 0.000 0.279 0.053 0.000
2012 8 3 0.124 0.000 0.193 0.009 0.000
2012 8 4 0.021 0.000 0.000 0.012 0.308
2012 8 5 0.756 2.350 0.576 1.490 0.894
2012 8 6 0.111 0.000 0.017 0.444 0.047
2012 8 7 0.122 0.000 0.009 0.046 0.000
2012 8 8 0.424 0.000 0.000 0.031 0.109
2012 8 9 0.595 0.000 0.334 0.121 0.363
2012 8 10 0.673 0.000 0.000 0.368 0.006
2012 8 11 0.005 0.000 0.036 0.046 0.000
2012 8 12 0.228 0.000 0.103 0.033 0.000
2012 8 13 0.158 0.000 0.042 0.482 0.001
2012 8 14 0.087 0.000 0.057 0.047 0.000
2012 8 15 0.034 0.000 0.000 0.598 0.000
2012 8 16 0.154 0.000 0.163 0.228 0.022
2012 8 17 0.230 0.000 0.221 0.428 0.043
2012 8 18 0.142 0.000 0.100 1.635 0.049
2012 8 19 0.298 0.000 0.658 0.470 0.008
2012 8 20 0.124 0.000 0.084 0.162 0.000
2012 8 21 0.338 0.321 0.701 0.271 0.026
2012 8 22 0.063 0.000 0.000 0.012 0.000
2012 8 23 0.000 0.000 0.010 0.151 0.000
2012 8 24 0.120 0.000 0.160 0.099 0.273
2012 8 25 0.403 1.303 0.000 1.390 1.561
2012 8 26 1.807 5.002 3.299 4.332 1.781
2012 8 27 1.893 0.103 2.018 3.416 1.570
2012 8 28 4.247 2.034 6.843 3.303 4.135
2012 8 29 4.645 0.000 5.805 1.234 2.512
2012 8 30 1.981 0.000 3.736 0.092 0.129
2012 8 31 0.051 0.000 0.041 0.040 0.013
2012 9 1 0.000 0.000 0.000 0.135 0.000
2012 9 2 1.581 0.329 3.049 0.033 0.000
2012 9 3 0.115 0.000 0.237 0.339 0.029
2012 9 4 0.438 0.000 0.659 0.038 0.000
2012 9 5 0.184 0.000 0.248 0.001 0.000
2012 9 6 0.000 0.000 0.000 0.000 0.000
2012 9 7 0.000 0.000 0.000 0.016 0.004
2012 9 8 0.153 1.464 0.000 0.121 0.199
2012 9 9 1.299 11.605 0.326 15.144 17.783
2012 9 10 25.903 42.718 30.191 30.245 54.581
2012 9 11 40.479 2.431 35.780 11.940 10.093
2012 9 12 4.607 0.000 4.240 5.187 1.398
2012 9 13 5.712 0.000 7.138 2.953 1.806
2012 9 14 0.502 0.000 0.291 0.440 0.059
2012 9 15 0.000 0.000 0.000 0.263 0.016
2012 9 16 0.000 5.529 0.000 0.876 1.260
2012 9 17 0.788 7.878 1.312 5.141 0.565
2012 9 18 0.686 12.252 0.493 5.840 12.278
2012 9 19 14.578 21.055 27.838 7.271 23.347
2012 9 20 16.361 0.000 7.729 0.003 0.024
2012 9 21 3.820 5.334 4.210 4.579 6.258
2012 9 22 0.727 0.000 1.479 0.075 0.030
2012 9 23 0.380 0.000 0.000 0.016 0.000
2012 9 24 1.054 0.000 0.290 0.142 0.000
2012 9 25 0.283 2.648 0.000 2.803 1.020
2012 9 26 1.790 0.000 1.683 0.081 0.094
2012 9 27 1.164 0.000 1.874 0.155 0.104
2012 9 28 0.441 0.000 0.611 0.248 0.244
2012 9 29 0.591 12.553 0.806 0.889 1.600
2012 9 30 2.821 2.310 3.238 1.300 1.288
2012 10 1 0.803 17.721 1.736 36.125 26.199
2012 10 2 24.563 19.530 20.741 0.318 1.528
2012 10 3 17.260 21.794 18.180 11.997 32.095
2012 10 4 12.228 5.682 1.428 9.797 4.809
2012 10 5 1.324 0.000 0.850 1.734 0.137
2012 10 6 0.066 0.000 0.125 0.131 0.000
2012 10 7 0.000 2.632 0.000 1.677 0.157
2012 10 8 0.590 0.000 0.000 0.037 0.004
2012 10 9 0.312 4.204 0.000 0.083 2.145
2012 10 10 12.693 15.900 12.583 29.155 15.855
2012 10 11 13.591 0.000 31.808 23.795 14.013
2012 10 12 22.212 0.000 27.761 3.699 3.083
2012 10 13 1.792 0.000 2.310 0.537 0.063
2012 10 14 0.246 0.000 0.249 0.333 0.004
2012 10 15 0.460 0.000 0.098 0.047 0.000
2012 10 16 0.640 7.093 1.287 0.917 1.670
2012 10 17 6.044 0.000 3.701 1.350 6.659
2012 10 18 0.169 0.000 0.043 0.013 0.047
2012 10 19 0.355 0.000 0.100 0.544 0.182
2012 10 20 0.196 4.717 0.830 4.662 1.608
2012 10 21 0.890 19.112 0.847 3.280 1.813
2012 10 22 1.663 21.551 0.985 4.187 37.926
2012 10 23 53.085 24.491 53.862 30.090 16.473
2012 10 24 2.175 0.000 1.286 0.125 0.000
2012 10 25 0.588 0.000 0.081 7.156 1.606
2012 10 26 2.797 8.448 2.430 13.330 4.022
2012 10 27 3.654 6.487 0.043 4.719 4.406
2012 10 28 2.103 8.208 0.827 11.931 0.676
2012 10 29 0.030 0.712 0.080 2.622 2.345
2012 10 30 2.285 0.310 4.722 0.941 0.540
2012 10 31 0.171 2.769 0.029 1.301 0.248
2012 11 1 0.203 7.267 0.207 1.724 0.102
2012 11 2 0.105 0.000 0.237 0.341 0.077
2012 11 3 0.061 0.000 0.021 0.212 0.057
2012 11 4 0.126 1.547 0.000 13.545 3.834
2012 11 5 5.322 0.000 5.333 2.315 8.333
2012 11 6 5.102 0.049 1.777 0.938 11.582
2012 11 7 5.112 0.000 0.042 0.041 0.047
2012 11 8 0.043 0.300 0.004 2.018 1.216
2012 11 9 1.593 3.106 0.768 3.711 1.241
2012 11 10 0.883 0.621 0.341 2.417 5.351
2012 11 11 3.620 0.000 4.616 2.359 0.988
2012 11 12 2.609 0.000 7.426 19.105 2.826
2012 11 13 5.869 0.000 7.668 2.257 1.315
2012 11 14 2.336 0.000 5.308 2.615 1.318
2012 11 15 3.196 0.854 4.399 10.175 3.010
2012 11 16 5.025 0.000 8.342 1.965 0.215
2012 11 17 0.873 0.000 1.859 0.805 0.005
2012 11 18 0.228 0.000 0.121 0.330 0.000
2012 11 19 0.637 0.000 0.088 6.439 1.069
2012 11 20 0.718 0.000 0.309 3.560 0.214
2012 11 21 0.191 0.000 0.272 0.565 0.000
2012 11 22 0.000 0.000 0.187 0.214 0.004
2012 11 23 0.067 0.226 0.180 11.486 1.450
2012 11 24 1.947 1.359 3.981 14.067 3.224
2012 11 25 3.985 0.000 10.368 0.240 0.090
2012 11 26 0.283 0.000 0.000 0.012 0.047
2012 11 27 0.407 26.821 0.087 20.084 11.270
2012 11 28 9.384 4.546 11.000 3.038 2.141
2012 11 29 0.232 0.000 0.000 0.035 0.001
2012 11 30 0.051 6.570 0.095 7.068 0.844
2012 12 1 0.820 13.614 1.001 7.771 5.767
2012 12 2 7.494 6.815 16.371 27.232 37.079
2012 12 3 20.506 0.000 7.411 0.233 0.245
2012 12 4 1.275 1.535 0.042 0.318 0.215
2012 12 5 5.111 0.000 10.184 3.035 0.222
2012 12 6 0.163 0.243 2.765 1.213 0.038
2012 12 7 2.012 4.349 3.229 0.548 0.074
2012 12 8 0.369 0.000 0.383 22.900 3.496
2012 12 9 2.364 0.000 1.066 0.609 0.054
2012 12 10 0.124 0.000 0.204 0.896 0.196
2012 12 11 4.226 14.159 10.502 1.959 7.674
2012 12 12 4.152 5.389 0.571 4.012 2.035
2012 12 13 3.679 9.205 10.462 20.364 4.326
2012 12 14 3.564 0.000 1.148 2.331 1.138
2012 12 15 2.595 0.000 0.000 9.022 12.275
2012 12 16 9.637 4.984 4.886 3.557 10.692
2012 12 17 8.065 6.622 11.852 0.784 3.668
2012 12 18 0.099 1.483 0.000 1.033 0.094
2012 12 19 0.573 6.600 2.790 5.825 3.618
2012 12 20 4.863 8.336 3.558 13.350 11.610
2012 12 21 7.338 21.631 3.515 37.369 18.742
2012 12 22 17.645 0.000 19.010 8.170 2.427
2012 12 23 0.722 0.000 0.000 0.028 0.000
2012 12 24 0.000 0.000 0.000 0.413 0.000
2012 12 25 0.203 0.848 0.000 1.258 0.262
2012 12 26 0.235 0.571 0.000 19.820 4.458
2012 12 27 8.234 5.345 7.277 19.569 22.540
2012 12 28 20.826 5.177 19.233 17.352 9.570
2012 12 29 7.078 11.261 12.748 10.547 16.067
2012 12 30 14.337 15.552 6.682 9.317 6.219
2012 12 31 2.814 7.791 1.607 7.711 1.434
2013 1 1 2.009 13.638 6.625 7.675 1.366
2013 1 2 5.293 0.000 9.198 2.079 0.194
2013 1 3 0.363 0.000 0.454 1.165 0.212
2013 1 4 0.452 0.000 0.202 0.879 0.776
2013 1 5 1.367 4.546 1.139 3.177 4.295
2013 1 6 22.326 42.118 20.834 8.796 34.575
2013 1 7 6.995 14.397 4.909 2.663 8.836
2013 1 8 13.009 31.111 17.813 16.480 16.205
2013 1 9 12.790 0.000 4.948 1.107 0.363
2013 1 10 1.170 0.000 0.211 0.141 0.005
2013 1 11 0.258 0.000 0.348 0.034 0.004
2013 1 12 0.360 0.000 0.183 0.128 0.015
2013 1 13 0.136 0.000 0.146 0.614 0.006
2013 1 14 0.731 0.000 1.238 3.122 0.518
2013 1 15 1.507 1.546 4.043 13.396 7.589
2013 1 16 4.017 9.634 4.454 8.454 5.301
2013 1 17 2.785 0.000 5.591 4.562 4.461
2013 1 18 3.540 1.300 2.149 25.470 22.097
2013 1 19 15.978 0.000 7.057 1.955 1.704
2013 1 20 4.032 0.000 4.061 3.155 6.538
2013 1 21 27.723 0.000 33.663 2.525 2.700
2013 1 22 4.441 0.000 2.854 1.274 0.245
2013 1 23 0.750 0.000 0.617 1.322 0.079
2013 1 24 0.124 0.000 0.110 0.825 0.229
2013 1 25 0.273 2.466 0.069 0.779 0.258
2013 1 26 2.274 0.000 3.851 2.514 0.848
2013 1 27 0.451 0.000 0.421 2.283 0.038
2013 1 28 0.275 0.000 0.234 1.481 0.040
2013 1 29 0.123 0.000 0.000 1.112 0.009
2013 1 30 0.380 0.000 0.461 0.244 0.000
2013 1 31 0.093 0.000 0.111 0.134 0.086
2013 2 1 0.730 0.000 0.153 0.481 4.226
2013 2 2 3.529 39.354 5.846 5.248 5.439
2013 2 3 6.777 2.312 18.911 34.200 31.440
2013 2 4 30.177 0.000 15.749 1.425 0.225
2013 2 5 1.268 0.000 0.000 2.230 0.630
2013 2 6 2.802 0.000 3.019 20.458 9.950
2013 2 7 6.017 0.000 2.841 4.188 1.584
2013 2 8 1.482 21.852 2.523 4.740 6.851
2013 2 9 10.813 13.478 17.488 9.638 10.215
2013 2 10 6.870 0.742 8.288 12.255 9.148
2013 2 11 4.789 19.512 4.210 3.802 11.807
2013 2 12 6.467 19.544 2.440 17.826 7.069
2013 2 13 5.432 2.489 10.146 14.983 28.664
2013 2 14 13.991 10.525 0.762 25.404 9.307
2013 2 15 13.333 0.042 22.610 25.050 7.419
2013 2 16 4.786 0.000 5.314 16.132 4.647
2013 2 17 5.714 0.000 0.133 6.341 10.395
2013 2 18 11.840 0.000 11.434 19.819 3.400
2013 2 19 5.148 1.187 6.532 29.043 10.953
2013 2 20 9.411 1.145 9.237 8.577 19.945
2013 2 21 18.082 8.748 14.414 8.721 8.815
2013 2 22 4.524 0.000 8.639 1.435 0.788
2013 2 23 9.011 0.000 17.537 0.710 0.348
2013 2 24 0.382 0.000 0.000 0.444 0.012
2013 2 25 0.729 33.855 2.420 6.544 21.987
2013 2 26 18.824 0.000 12.755 18.782 4.028
2013 2 27 0.747 0.000 0.208 1.203 0.038
2013 2 28 0.521 0.000 0.240 1.893 0.016
2013 3 1 0.411 0.000 0.131 1.444 0.037
2013 3 2 0.457 0.000 0.824 0.201 0.000
2013 3 3 0.330 0.879 0.060 0.137 0.349
2013 3 4 1.396 14.488 0.317 17.072 31.845
2013 3 5 45.079 21.940 49.404 70.607 73.324
2013 3 6 36.095 0.000 23.726 2.199 0.822
2013 3 7 1.427 0.000 0.378 3.250 2.170
2013 3 8 2.233 4.400 2.083 2.433 3.629
2013 3 9 6.553 42.747 5.399 11.027 15.854
2013 3 10 11.396 0.000 11.385 1.372 0.381
2013 3 11 0.513 0.000 0.092 4.974 1.084
